52,5,11,0,0
291,6,4,0,0
171,10,2,0,0
58,6,8,0,1
206,7,5,0,0
62,11,3,0,0
60,20,2,0,0
339,18,2,0,1
61,16,3,0,1
65,15,4,0,0
330,18,8,0,1
219,16,9,0,1
203,20,11,0,1
70,16,5,0,0
66,18,4,0,0
67,13,3,0,0
68,13,9,0,0
181,7,2,0,0
69,11,4,0,0
340,8,8,0,1
71,8,4,0,0
274,12,4,0,1
72,12,8,0,0
73,14,7,1,0
285,16,6,1,0
75,18,7,1,0
109,19,11,0,0
76,11,7,0,0
166,15,9,0,0
161,11,11,0,0
77,19,7,0,0
78,13,10,1,0
79,14,10,1,0
80,8,11,0,0
118,11,9,0,0
82,15,11,0,0
84,10,10,0,0
140,16,3,0,0
85,18,2,0,0
86,20,6,0,0
281,12,3,0,1
88,4,7,0,1
89,17,10,0,0
91,17,3,1,0
93,19,4,0,0
107,18,7,0,0
94,16,6,0,0
95,6,10,0,0
96,20,5,1,0
97,13,8,0,0
99,13,11,0,0
100,5,4,0,0
146,16,10,1,0
123,18,11,1,0
101,20,8,1,0
225,20,10,1,0
224,18,9,1,0
102,16,8,1,0
103,9,11,0,0
335,14,5,0,1
184,10,7,0,1
104,14,9,0,0
105,15,10,1,0
108,7,10,0,0
110,6,11,0,1
191,17,5,0,0
111,9,9,0,0
112,13,5,0,0
218,10,2,0,1
179,6,4,0,1
113,6,8,0,0
114,17,2,1,0
115,12,3,0,0
116,13,2,0,0
294,18,6,0,1
117,16,7,0,1
167,17,4,0,0
119,9,8,0,0
120,14,3,1,0
122,7,6,0,0
124,20,6,0,1
125,20,7,0,1
126,12,2,0,0
246,9,2,0,0
127,13,6,1,0
128,20,6,1,0
129,4,11,0,1
132,17,4,1,0
133,4,10,0,1
334,16,11,1,0
261,20,9,1,0
134,18,10,1,0
315,10,6,0,1
267,14,4,0,1
135,14,8,0,0
329,6,5,0,0
295,6,9,0,1
136,10,3,0,0
137,12,10,0,1
165,16,2,0,0
138,18,3,0,0
208,9,3,0,0
141,13,7,1,0
142,7,11,0,0
349,12,9,0,1
143,12,5,0,0
271,18,10,0,1
222,20,9,0,1
210,16,11,0,1
144,20,5,0,0
145,14,11,1,0
301,19,9,1,0
147,15,7,1,0
148,8,10,0,0
269,18,6,1,0
149,16,7,1,0
243,18,8,1,0
200,20,11,1,0
150,16,9,1,0
239,7,3,0,0
151,11,5,0,0
176,9,7,0,0
152,13,3,1,0
328,13,9,1,0
154,20,2,0,1
228,18,2,1,0
155,16,3,1,0
156,7,8,0,0
157,19,4,1,0
220,9,5,0,0
158,17,9,0,0
159,5,2,0,0
237,18,3,1,0
160,16,2,1,0
343,12,8,0,1
162,12,4,0,0
266,13,8,1,0
164,8,3,0,0
172,20,3,0,0
173,12,11,0,0
174,20,2,1,0
253,6,6,0,0
175,14,2,0,0
177,19,5,0,0
178,14,10,0,1
180,15,2,1,0
240,17,11,1,0
182,5,7,0,0
183,7,7,0,0
306,13,4,1,0
188,10,10,0,1
211,15,6,0,0
189,19,8,0,0
190,4,8,0,1
280,14,8,0,1
250,10,6,0,0
192,14,4,0,0
193,15,3,0,0
194,19,2,1,0
195,6,11,0,0
197,12,11,0,1
198,5,3,0,0
221,13,5,1,0
292,8,2,0,1
204,12,6,1,1
205,14,6,1,0
209,20,7,1,0
212,10,11,0,0
213,8,7,0,0
215,14,2,1,0
309,8,9,0,1
216,8,5,0,0
230,12,7,0,1
217,4,3,0,1
260,15,6,1,0
223,19,8,1,0
226,14,9,1,0
341,4,2,0,1
232,12,6,0,1
233,14,8,1,0
234,12,8,1,1
236,15,3,1,0
238,20,3,1,0
241,5,5,0,0
244,20,3,0,1
245,17,5,1,0
247,17,8,1,0
248,5,8,0,0
251,14,11,0,1
338,8,5,0,1
252,8,9,0,0
255,5,9,0,0
256,17,9,1,0
257,4,4,0,1
258,14,4,1,0
259,8,2,0,0
263,8,6,0,0
264,15,4,1,0
345,19,6,1,0
265,15,8,1,0
268,8,10,0,1
273,7,9,0,0
276,19,11,1,0
303,19,7,1,0
282,15,9,1,0
283,12,4,1,1
296,6,7,0,1
284,14,3,0,1
310,8,6,0,1
287,12,2,1,1
288,19,5,1,0
290,14,5,1,0
293,4,5,0,1
297,13,11,1,0
317,16,2,0,1
298,18,3,0,1
299,20,4,1,0
300,15,11,1,0
346,12,3,1,1
304,8,7,0,1
325,12,2,0,1
307,4,6,0,1
323,12,7,1,1
308,8,3,0,1
311,19,3,1,0
314,12,5,1,1
344,18,7,0,1
316,16,6,0,1
318,12,11,1,1
327,6,5,0,1
322,6,9,0,0
319,10,3,0,1
326,12,9,1,1
347,8,4,0,1
331,8,8,0,0
337,10,11,0,1
348,4,9,0,1
